x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\0\13.png,0,0.999995112419,6.2985371585e-08,4.63271305762e-08,2.37074110343e-10,4.02170310942e-11,3.68432466757e-08,5.80962989716e-07,2.30849809668e-06,1.60720639997e-06,4.13199927607e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\14.png,1,6.68207462695e-08,0.99996316433,2.9154483272e-08,1.67060392187e-07,8.07748449461e-07,1.0573489817e-07,3.3394698562e-07,1.8288980641e-07,3.39098878612e-05,1.17773879538e-06
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\5\15.png,5,8.10267911794e-12,4.90210076975e-08,1.36361788527e-09,7.9450510384e-06,1.4764520986e-12,0.999992012978,4.15180945179e-10,1.71272436233e-08,8.34802804661e-09,8.22895618313e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\16.png,9,7.60842999714e-10,7.39124095261e-10,1.23939294383e-08,1.95956303628e-07,2.67715518021e-06,3.15904902237e-09,1.39870462434e-10,3.0948958738e-06,4.10251959693e-06,0.99998986721
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\17.png,7,5.29305888008e-09,4.76233807944e-09,3.69617474405e-08,3.12897752153e-09,8.91438756145e-10,2.88068430221e-10,8.06013106735e-14,1.0,1.34028163568e-10,1.33792807944e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\18.png,3,3.74187045793e-08,9.85024598776e-06,6.48668037684e-06,0.972336649895,1.98193538381e-05,0.0128510966897,4.25162352258e-06,4.99123325426e-06,0.0145582156256,0.000208524856134
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\19.png,4,2.37798577487e-13,5.98970095744e-10,2.09237827065e-09,8.60457191609e-12,0.999999880791,7.13215181358e-11,3.30691528848e-12,1.07719451137e-07,1.53945647896e-10,5.44146561143e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\20.png,9,7.25644988542e-10,1.99624054176e-07,1.00095229882e-08,6.06645244261e-07,7.27450014892e-06,6.40709686195e-07,3.06155556636e-12,0.000383721664548,1.22410980907e-07,0.999607503414
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\21.png,6,6.22583443133e-11,1.92899624225e-12,9.62276612559e-12,4.85698460617e-12,7.36502872578e-11,3.37117526215e-05,0.999966263771,6.57565271832e-15,3.35985959055e-08,4.81672722541e-11
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\22.png,6,6.69841995204e-08,1.14806910645e-08,7.37983008037e-10,1.35740628807e-11,2.50627249443e-06,9.41500601925e-08,0.999997377396,6.7964751882e-11,1.25168915233e-08,4.89439822005e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\5\23.png,5,4.78352200786e-15,8.73880134922e-12,2.3093458569e-12,2.98175336866e-07,1.03492370923e-11,0.999999165535,1.17633142338e-07,9.31947140986e-12,1.25458345934e-08,3.65304543948e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\24.png,4,7.98528088097e-09,2.37188189089e-08,2.38226789406e-07,7.93083465567e-09,0.999971628189,1.51476442056e-07,3.31367893125e-08,1.30524381348e-06,2.44439330999e-08,2.66721490334e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\0\25.png,0,0.999523878098,7.33384641904e-09,2.84302041109e-06,1.70963110335e-09,5.15131323482e-05,3.80398404332e-07,0.000332144496497,5.96730478719e-06,1.69036138686e-05,6.63940591039e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\26.png,7,5.94356663441e-07,1.30785099373e-06,1.10938310627e-06,6.93814854458e-08,3.97078707692e-07,5.51466641241e-08,1.1486937096e-10,0.999859452248,1.58468047573e-08,0.000136993927299
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\27.png,4,1.57022374839e-14,4.64258926441e-12,6.90633106259e-10,1.06986624421e-11,1.0,8.08932521662e-12,1.15607650948e-13,4.48585439627e-11,3.45353273756e-10,7.77922781747e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\0\28.png,0,0.999923825264,8.6362419438e-08,7.42162374081e-05,1.46601699669e-08,3.15772269444e-11,6.63336408024e-09,3.90066201561e-09,1.01802277186e-06,7.6326261933e-07,1.11377760348e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\29.png,1,5.65529148844e-07,0.999669790268,1.48117555909e-06,3.19821644723e-08,3.78939080292e-06,9.70935474243e-08,3.30995845843e-07,8.02706927061e-06,0.000291060743621,2.48892029049e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\30.png,3,1.24639263415e-14,6.54442819381e-12,5.46369859078e-11,1.0,1.46045353003e-13,3.07902361385e-08,2.10660680637e-16,3.24653615102e-09,3.59339419331e-10,8.17552914256e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\31.png,1,3.47742208362e-08,0.99977439642,2.80952633602e-07,3.05090730457e-09,7.95808500698e-06,3.37772476655e-08,1.22705339223e-08,1.14566810225e-05,3.14824610541e-05,0.000174540400621
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\32.png,3,3.72166186461e-16,1.80235618097e-10,2.17106577161e-09,1.0,1.72721593972e-11,1.186692411e-10,1.44985951955e-13,8.16105516499e-10,4.59986715384e-08,4.97403299105e-11
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\33.png,4,1.22801026237e-07,1.41514737706e-08,4.06577527201e-07,2.43370549408e-11,0.999999165535,9.22936322922e-08,1.31739980702e-07,6.69978250656e-09,6.79088599589e-12,4.58949128701e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\34.png,7,2.49098430771e-09,2.4863399517e-07,2.15705483697e-07,3.3928407106e-07,8.80306549877e-10,8.72242989641e-12,4.29643486451e-15,0.999999046326,8.81085142623e-08,1.43142631082e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\35.png,2,1.966987071e-07,7.44713615859e-05,0.999925136566,1.1468531369e-07,2.65380584175e-09,5.22905807196e-12,1.96402916153e-09,1.68198639017e-07,4.24312638359e-08,1.43560427435e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\36.png,7,7.22677623344e-06,0.0001054460663,0.176225304604,1.95353732124e-06,2.50180255534e-06,2.75229228297e-10,9.31038746099e-10,0.823651015759,6.60000887365e-06,1.73006977633e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\37.png,1,8.65923013293e-08,0.999911785126,1.8846697003e-07,3.11403625108e-10,1.36250969263e-06,2.14552677846e-08,7.8349081889e-08,9.44147905102e-06,7.38143426133e-05,3.16463547279e-06
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\38.png,2,2.42628789238e-06,5.88372495258e-05,0.999934792519,5.56705572308e-07,5.36645217153e-09,3.88964589704e-11,1.3249880082e-09,3.19609716826e-06,7.49808606315e-08,2.20075721535e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\39.png,1,2.05695278055e-06,0.999884724617,6.28975328709e-07,6.13802768612e-08,2.09610084312e-06,7.63473337884e-08,1.38214345498e-05,6.08613936492e-06,8.92092648428e-05,1.18229843338e-06
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\40.png,1,1.0778712749e-06,0.9998472929,7.07782783138e-06,3.61344589805e-08,1.09154925667e-05,3.84739053061e-07,1.45185981637e-06,5.27789707121e-05,5.79787956667e-05,2.11012920772e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\41.png,7,1.31784192448e-08,5.8539562815e-06,0.00187783443835,1.41802956932e-06,8.00090219855e-07,2.23737695038e-11,9.20713245228e-12,0.99811398983,1.7526707552e-07,2.89606316706e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\42.png,4,3.94286112006e-13,3.57146006991e-07,3.13621975612e-11,2.28332231594e-11,0.999945878983,6.15209938548e-10,1.19425791478e-09,3.52183491259e-07,6.29354035553e-09,5.33583151991e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\43.png,2,9.37649033972e-08,7.44251974538e-06,0.999123871326,1.10009468699e-05,0.000686712272,9.8123749126e-08,0.00016552748275,3.3900444123e-06,1.91277763406e-06,4.3965692198e-11
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\44.png,3,1.16111487092e-09,4.16991071006e-07,1.66519330378e-05,0.999971151352,2.19394920009e-08,1.01068253571e-05,3.98575084049e-09,1.69067018163e-08,1.17365004826e-06,5.11685868787e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\5\45.png,5,2.59799848301e-09,1.76601885893e-10,1.68880298634e-09,6.13816268924e-07,9.35141981212e-12,0.999965310097,2.38365300902e-05,2.1698272068e-09,1.01442628875e-05,1.29675086669e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\46.png,1,4.21081693958e-08,0.999796450138,6.56618840367e-06,1.53852340645e-07,3.53260202246e-06,1.43357397064e-08,4.29783941769e-09,1.91564845409e-06,0.000122866622405,6.85798731865e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\47.png,2,5.32120424113e-11,9.52786877173e-11,1.0,3.67151926639e-08,5.79576209248e-09,1.94479935628e-12,2.13175033181e-10,2.20890375435e-10,1.53619073018e-08,1.03442035211e-13
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\48.png,4,2.31386700707e-14,1.59479776607e-10,3.19070880828e-11,1.31437444262e-10,0.999999046326,2.58458029284e-11,1.32961485788e-13,7.76558639615e-09,3.7948613002e-11,9.04023522708e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\49.png,4,2.0636495781e-14,3.45219751223e-12,2.03719116229e-12,4.79724387385e-13,0.999999642372,2.08425811332e-11,2.35956740258e-11,9.76456675933e-12,8.1510610761e-11,3.43139959114e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\50.png,6,2.73645800464e-10,8.97184149889e-12,8.85378437232e-11,3.06551624363e-11,1.27031107855e-10,2.33887203649e-06,0.999997615814,4.75910670667e-15,2.861828996e-09,1.54694396182e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\51.png,3,6.68939946838e-13,1.76784176187e-09,8.02992872195e-09,0.999998927116,1.59738142852e-11,6.64463906119e-09,1.13796531876e-13,1.04857053884e-06,1.88792022016e-08,9.66970340605e-12
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\5\52.png,5,1.2216990657e-13,8.5909285328e-13,4.2026101349e-11,5.50600816496e-07,8.53348034596e-12,0.999998569489,1.70078107153e-09,2.94687815816e-11,2.98343394434e-08,8.23716050036e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\5\53.png,5,7.46114073302e-11,2.83361822895e-09,8.57822493594e-11,4.2829656195e-06,1.36868094636e-09,0.999982595444,2.96395494814e-08,7.5357187157e-09,4.33312322912e-07,1.25823107737e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\54.png,6,1.64545488346e-10,3.53087806389e-12,1.14006352102e-12,8.54747967283e-13,1.66618918662e-09,1.3221230688e-07,0.999999880791,5.62007461646e-15,6.76170408553e-09,1.71620400183e-12
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\0\55.png,0,0.999957799911,5.50907941488e-08,3.81738004762e-07,2.82381583394e-12,1.61270181237e-11,1.40546907446e-09,1.89458887689e-07,4.70443310974e-08,4.1623658035e-05,2.12129847021e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\56.png,4,4.57314941107e-16,6.20978138702e-12,1.09929123096e-11,6.11080874487e-14,1.0,2.50771192006e-11,4.4924368045e-12,2.10240158616e-11,6.26575917886e-12,8.29149422732e-12
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\57.png,1,2.01291618396e-06,0.999618291855,4.20339310949e-05,5.08962338941e-09,6.3444233092e-05,2.24754018063e-07,3.05210619445e-06,8.14547602204e-05,0.000158482449478,3.09166789521e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\58.png,9,9.66163000299e-12,4.89489629385e-11,1.74829595245e-09,7.78660620426e-08,2.71055032499e-05,1.78359513825e-08,2.17325520102e-13,4.08087458936e-07,6.15430728601e-09,0.999972343445
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\5\59.png,5,1.87842950083e-08,6.54702887459e-08,1.01549986198e-08,7.46057366996e-06,7.94725849573e-07,0.995805382729,9.39974640346e-08,3.49635556631e-05,5.95047968091e-05,0.00409161252901
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\60.png,7,2.15574724738e-10,5.92905147201e-09,3.40714545466e-09,1.22222871823e-07,8.50933046248e-10,1.23986083622e-07,3.73264299244e-13,0.999997854233,2.27850094348e-09,1.95701750272e-06
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\8\61.png,8,6.47184671305e-13,1.18936989164e-12,2.4537792342e-05,2.34284946998e-08,1.11348291698e-11,7.48004214124e-10,1.50683545502e-11,9.86612111453e-11,0.999975442886,3.20863584591e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\62.png,9,3.91010217982e-07,3.80963911084e-06,1.41440614243e-06,1.1297936453e-07,9.47628868744e-05,0.0344756506383,0.000111879671749,0.0104034254327,0.106653466821,0.848255038261
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\63.png,3,2.39526788974e-14,4.83923012773e-10,7.92622813606e-06,0.999385476112,3.00579533485e-10,1.10885169102e-10,1.9237683549e-13,6.50750706654e-08,0.00060632644454,1.74001172581e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\64.png,7,2.29838646352e-14,1.37671082867e-10,8.34287483542e-09,1.1255150639e-05,6.36916794861e-08,3.32077095856e-12,6.60351981112e-17,0.999988675117,4.8538250752e-08,1.27763728416e-11
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\65.png,4,3.82931446968e-12,4.1901606096e-07,2.35936603588e-08,1.37893010788e-07,0.999884128571,2.23901437835e-07,1.9702620091e-10,1.70503938079e-07,2.30974038118e-07,0.000114714479423
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\66.png,6,4.99590487379e-06,1.82430895279e-07,2.37226807087e-08,2.27634355809e-10,2.22678609134e-05,1.51549295424e-06,0.999970436096,6.64487687096e-10,7.76647866019e-08,4.19743741986e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\67.png,4,2.092701663e-12,4.22964413493e-10,8.38614455656e-11,1.87906652044e-11,0.999982357025,8.34786351156e-10,1.27758470036e-12,1.93830693718e-08,4.79825024158e-09,1.76404701051e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\68.png,3,1.18344002319e-17,2.92326210981e-12,3.85152196594e-12,1.0,1.25704890684e-16,3.82462846116e-11,1.77302566065e-18,5.96323268542e-10,1.72893488415e-09,1.37033797937e-12
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\0\69.png,0,0.999923706055,8.75217054386e-08,2.81647899101e-05,8.84836115489e-09,2.8926808227e-05,5.81796120969e-06,1.2154234355e-05,2.10552400404e-07,8.34598168353e-08,7.44590352042e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\70.png,7,4.51894438536e-10,4.88743268079e-09,1.19036525081e-09,2.51440512855e-09,3.83344689325e-09,1.58016932872e-09,1.76156235866e-13,0.999999880791,5.23314343248e-11,9.67993685208e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\0\71.png,0,1.0,4.99996008138e-12,3.71020036916e-09,3.57972766013e-13,4.43562667065e-13,3.83153361469e-12,4.39751540737e-10,2.41056237471e-11,2.48093082536e-12,1.86428442128e-11
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\72.png,2,7.51196421334e-05,4.12192434851e-07,0.999921798706,1.58133866535e-06,4.58186821817e-10,3.40344731564e-11,3.54360464583e-11,1.06035031422e-06,1.49628842649e-09,8.77784012143e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\73.png,9,1.16080705936e-07,2.87822331302e-06,1.67036068888e-05,1.58535542027e-07,0.00097951979842,1.78751466962e-08,3.37038230658e-10,0.0032934229821,0.00152988254558,0.994177341461
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\74.png,1,8.35272544464e-08,0.999976158142,2.95564834829e-08,4.65441712949e-10,9.04407716007e-06,7.4391778071e-08,1.20416802929e-06,2.49229742622e-06,9.9241224234e-06,9.76829255706e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\75.png,7,7.22783166529e-16,4.88603012216e-11,1.46687592628e-11,1.17149701051e-09,9.48439904391e-09,3.61251894826e-14,2.70930370322e-17,1.0,2.47458764591e-09,3.66164598642e-11
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\76.png,3,6.55340868022e-16,2.44305582708e-11,1.88798143785e-10,1.0,9.58505193618e-14,1.83139068355e-08,2.91093511058e-14,2.06519697177e-11,4.43071677125e-08,5.93632876189e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\77.png,2,6.03438866165e-06,1.11691897473e-05,0.999939799309,2.43757654061e-06,1.07121752535e-06,7.78709097204e-09,3.9652533701e-08,3.30565308104e-05,6.58475846649e-06,3.16330570627e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\78.png,9,1.87818843811e-10,1.67396745354e-08,4.52078978697e-08,2.92361068688e-08,0.000353242998244,4.30269458951e-10,2.0000878731e-10,1.20744527976e-06,0.000866453396156,0.998778998852
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\79.png,7,1.48103769249e-08,2.07265372865e-07,3.28827866269e-07,1.78211632118e-08,8.80603110431e-08,2.14854488367e-11,7.21079012472e-13,0.999999165535,1.6358586663e-07,2.77174940777e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\80.png,7,6.33390726534e-08,3.91759931517e-06,3.0443558785e-08,1.54595569679e-09,3.44727391166e-06,1.30536784582e-06,7.00491678551e-11,0.999668955803,2.15391828817e-08,0.000322288629832
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\81.png,6,3.81735754118e-09,2.30306600457e-08,3.26097038261e-09,5.56879195535e-11,2.57269566761e-10,1.73372609424e-05,0.999982476234,6.62193227769e-13,1.26546083834e-07,5.53231807032e-08
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\2\82.png,2,1.58812074602e-10,3.92956103212e-08,0.999980568886,5.11491862198e-08,2.19746998376e-09,1.55760034861e-13,6.98544900309e-13,1.94727017515e-05,3.10652770175e-09,2.11436110184e-14
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\83.png,7,2.52406739953e-09,1.46777679788e-07,6.42103537007e-10,1.30349023242e-10,4.85585749388e-09,2.60235277771e-09,3.00431381162e-12,0.999999642372,2.99939295623e-10,2.486514461e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\8\84.png,8,7.27284009926e-13,8.05118333114e-11,2.05408889897e-09,2.83041092786e-08,3.65670942415e-08,3.49669460054e-10,1.72406586785e-07,8.05573038831e-11,0.999999761581,5.40508793279e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\85.png,4,1.97493270246e-15,4.43695115371e-11,6.96900610136e-12,1.64291323601e-12,1.0,2.19056352918e-11,4.18712184065e-13,8.34770808034e-10,8.63853433231e-11,5.79119863175e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\7\86.png,7,1.24399490709e-09,9.50172136527e-07,1.20615496257e-07,1.13269686963e-08,1.73087304489e-08,4.80617434739e-10,6.43914392293e-13,0.99999833107,1.69642646597e-07,4.22105841835e-07
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\87.png,3,2.21641316411e-11,1.75906453848e-08,2.67724180958e-06,0.999978303909,1.52780916807e-08,2.47737006021e-07,1.52254586716e-09,1.85704193427e-05,1.61114400044e-07,7.80685827095e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\88.png,6,7.49180912862e-08,1.98934646534e-08,3.29619155082e-07,5.16059634262e-14,1.03572979526e-07,9.10931685638e-09,0.999999403954,1.80725519185e-12,5.1411275237e-09,5.0048992728e-12
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\89.png,1,3.45598914464e-06,0.998676598072,8.8170509116e-06,9.82944499128e-08,0.000138061252073,2.24344830713e-06,0.000118336145533,7.67839810578e-05,0.000963694648817,1.18044381452e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\90.png,3,4.4106096542e-14,8.49169866368e-12,1.9356134473e-09,0.999999880791,3.70089446963e-15,6.74895161978e-08,1.5250511425e-14,1.57020212804e-11,5.37221183095e-08,5.56580426192e-09
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\6\91.png,6,1.45610495883e-10,3.06718921095e-11,1.12763992588e-10,1.04341375817e-10,1.27539301342e-09,5.27795009475e-07,0.999999523163,8.82732156668e-16,1.18059970688e-08,6.35520303049e-10
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\9\92.png,9,1.10489175142e-07,1.20766355849e-06,8.15606824744e-07,3.79013090424e-06,0.0251682512462,6.56849522329e-07,4.48425474531e-08,3.67212160199e-05,0.00348394061439,0.971304476261
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\3\93.png,3,3.57129256723e-12,5.86854689288e-08,2.17503193234e-09,0.999980688095,1.38991769483e-11,1.15768455089e-06,2.50223908773e-16,4.1658545058e-08,6.99676192539e-08,1.79084818228e-05
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\1\94.png,1,4.96194658695e-08,0.999938368797,9.28035387915e-06,9.5638323927e-09,1.12616708066e-05,3.5646141594e-09,1.09000654902e-06,6.06056289598e-08,3.78873410227e-05,2.02076103051e-06
C:\Users\254994\Desktop\neural_network_console_110\samples\sample_dataset\mnist\validation\4\95.png,4,8.25723578401e-09,2.30931385126e-09,3.68456221089e-09,1.89839352571e-10,0.999987602234,4.36446754293e-08,1.37736481065e-06,3.85835496886e-09,6.49018193144e-06,4.47107095169e-06
